type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
house for sale,589000,3,2.0,1785.0,the bronx,40.8086679,-73.857282,10473,bronx
house for sale,590000,3,1.0,1360.0,the bronx,40.8642583,-73.8414813,10469,bronx
house for sale,598000,3,2.0,1144.0,the bronx,40.87796,-73.9011666,10463,bronx
house for sale,599000,4,2.0,1500.0,the bronx,40.8972473,-73.868898,10470,bronx
house for sale,599000,3,2.0,1052.0,the bronx,40.8750212,-73.8547365,10469,bronx
house for sale,599000,3,2.0,1690.0,the bronx,40.88047,-73.8503054,10469,bronx
house for sale,599000,4,2.0,1665.0,the bronx,40.9052119,-73.8481704,10470,bronx
house for sale,599900,3,2.0,1534.0,the bronx,40.8697604,-73.8408611,10469,bronx
house for sale,599999,2,2.0,1048.0,the bronx,40.8648218,-73.8430463,10469,bronx
multi-family home for sale,600000,2,2.0,2184.207862,the bronx,40.8429545,-73.8249591,10465,bronx
multi-family home for sale,600000,4,2.0,1728.0,the bronx,40.896179,-73.839487,10466,bronx
multi-family home for sale,600000,6,2.0,1634.0,the bronx,40.8403637,-73.870081,10460,bronx
house for sale,609000,3,2.0,1620.0,the bronx,40.8165837,-73.8006996,10465,bronx
townhouse for sale,615000,3,2.373860858,1664.0,the bronx,40.872068,-73.8605942,10469,bronx
house for sale,620000,3,2.0,1400.0,the bronx,40.8464353,-73.8358298,10461,bronx
house for sale,625000,3,2.0,1944.0,the bronx,40.8216537,-73.8465699,10473,bronx
house for sale,629000,4,2.0,2184.207862,the bronx,40.8807198,-73.8445368,10466,bronx
house for sale,629000,3,2.0,1575.0,the bronx,40.8734881,-73.8582333,10469,bronx
house for sale,634999,4,2.0,1732.0,the bronx,40.9028286,-73.8524821,10470,bronx
house for sale,639000,3,2.0,1224.0,the bronx,40.832149,-73.8265941,10465,bronx
house for sale,640000,3,2.0,1224.0,the bronx,40.8729069,-73.8596638,10469,bronx
house for sale,648998,3,2.0,1296.0,the bronx,40.8611669,-73.8467192,10469,bronx
townhouse for sale,650000,3,2.373860858,1638.0,the bronx,40.8454501,-73.8209766,10465,bronx
multi-family home for sale,650000,6,2.0,2310.0,the bronx,40.8244358,-73.8633737,10473,bronx
multi-family home for sale,650000,6,2.373860858,2184.207862,the bronx,40.8719262,-73.8423808,10469,bronx
townhouse for sale,650000,3,2.0,1912.0,the bronx,40.8697126,-73.8565137,10469,bronx
house for sale,650000,5,2.0,1951.0,the bronx,40.8931042,-73.8582396,10466,bronx
townhouse for sale,660000,3,2.373860858,1283.0,the bronx,40.851494,-73.8492232,10461,bronx
multi-family home for sale,674999,5,2.0,2600.0,the bronx,40.8315561,-73.8872273,10460,bronx
house for sale,675000,4,3.0,1832.0,the bronx,40.8672248,-73.8574241,10469,bronx
multi-family home for sale,675000,3,2.0,1750.0,the bronx,40.8266591,-73.824848,10465,bronx
multi-family home for sale,675999,3,2.0,2070.0,the bronx,40.8974036,-73.8427908,10466,bronx
multi-family home for sale,680000,3,2.373860858,2375.0,the bronx,40.8902197,-73.8385449,10466,bronx
multi-family home for sale,685000,4,2.0,2000.0,the bronx,40.8194513,-73.9001792,10459,bronx
house for sale,687000,2,1.0,2184.207862,the bronx,40.8214203,-73.8062717,10465,bronx
house for sale,688888,4,2.0,2846.0,the bronx,40.8726182,-73.8651768,10467,bronx
multi-family home for sale,689000,6,3.0,2184.207862,the bronx,40.8681745,-73.8897652,10458,bronx
multi-family home for sale,699000,3,2.373860858,2034.0,the bronx,40.8665092,-73.8574012,10469,bronx
house for sale,699000,6,4.0,2223.0,the bronx,40.818678,-73.8954715,10459,bronx
multi-family home for sale,699000,8,5.0,2300.0,the bronx,40.8460907,-73.8887912,10457,bronx
house for sale,699000,3,3.0,2184.207862,the bronx,40.8163884,-73.8461253,10473,bronx
house for sale,699000,3,2.0,2040.0,the bronx,40.8247339,-73.8794549,10472,bronx
house for sale,699000,5,4.0,1838.0,the bronx,40.8677282,-73.8849595,10458,bronx
multi-family home for sale,699000,5,2.373860858,2090.0,the bronx,40.8777409,-73.8647117,10467,bronx
multi-family home for sale,699999,6,2.373860858,2184.207862,the bronx,40.8524948,-73.9151397,10453,bronx
house for sale,699999,5,2.0,2218.0,the bronx,40.8602009,-73.8653147,10467,bronx
house for sale,699999,3,2.0,2184.207862,the bronx,40.8070672,-73.8579727,10473,bronx
multi-family home for sale,700000,6,2.0,3053.0,the bronx,40.852813,-73.9176871,10453,bronx
house for sale,700000,3,2.0,1620.0,the bronx,40.8844018,-73.9028342,10463,bronx
house for sale,700000,4,2.0,1890.0,the bronx,40.885187,-73.854142,10466,bronx
house for sale,710000,2,2.0,2250.0,the bronx,40.8926424,-73.8409541,10466,bronx
house for sale,715000,4,2.0,1866.0,the bronx,40.8151628,-73.8462531,10473,bronx
multi-family home for sale,715000,4,2.0,2052.0,the bronx,40.8898133,-73.8379299,10466,bronx
house for sale,725000,3,2.0,2410.0,the bronx,40.8965547,-73.8476725,10466,bronx
house for sale,729000,3,2.0,1400.0,the bronx,40.846624,-73.8520911,10461,bronx
house for sale,735000,3,2.0,2350.0,the bronx,40.8170494,-73.802331,10465,bronx
multi-family home for sale,749000,4,2.0,1420.0,the bronx,40.8547724,-73.8583315,10461,bronx
house for sale,749000,3,2.0,1480.0,the bronx,40.8534458,-73.8484651,10461,bronx
house for sale,749000,3,2.0,1600.0,the bronx,40.8544909,-73.8490394,10461,bronx
house for sale,749000,3,2.0,2184.207862,the bronx,40.821432,-73.8474428,10473,bronx
multi-family home for sale,749999,6,3.0,3150.0,the bronx,40.8453955,-73.868163,10462,bronx
house for sale,749999,9,3.0,2184.207862,the bronx,40.8595463,-73.8956582,10458,bronx
multi-family home for sale,750000,4,2.0,2340.0,the bronx,40.8959494,-73.85177,10466,bronx
multi-family home for sale,750000,5,3.0,3327.0,the bronx,40.8959505,-73.859572,10466,bronx
house for sale,765000,3,2.373860858,2500.0,the bronx,40.8365023,-73.8919613,10460,bronx
multi-family home for sale,765000,4,2.0,1152.0,the bronx,40.8847302,-73.8563591,10466,bronx
house for sale,769000,4,2.0,1728.0,the bronx,40.8152029,-73.8154969,10465,bronx
multi-family home for sale,775000,5,2.0,1600.0,the bronx,40.8166622,-73.8139448,10465,bronx
house for sale,775000,3,1.0,1696.0,the bronx,40.8377397,-73.8241472,10465,bronx
multi-family home for sale,775000,6,2.0,2910.0,the bronx,40.8501271,-73.8669885,10462,bronx
multi-family home for sale,779000,3,2.0,1557.0,the bronx,40.8494439,-73.8515779,10461,bronx
multi-family home for sale,785000,7,3.0,3388.0,the bronx,40.8423282,-73.8710228,10460,bronx
multi-family home for sale,790000,4,3.0,1784.0,the bronx,40.8510197,-73.8533944,10461,bronx
multi-family home for sale,795000,3,4.0,1171.0,the bronx,40.8809803,-73.9074446,10463,bronx
multi-family home for sale,799000,7,2.0,2296.0,the bronx,40.8333931,-73.8727914,10472,bronx
multi-family home for sale,799000,5,3.0,2400.0,the bronx,40.8181836,-73.812739,10465,bronx
multi-family home for sale,799000,6,4.0,2310.0,the bronx,40.897885,-73.8562199,10466,bronx
multi-family home for sale,799000,6,2.373860858,2000.0,the bronx,40.9027802,-73.8540588,10470,bronx
multi-family home for sale,800000,6,3.0,2202.0,the bronx,40.8909806,-73.8528183,10466,bronx
multi-family home for sale,805000,6,2.0,2042.0,the bronx,40.8527111,-73.9116009,10453,bronx
multi-family home for sale,825000,5,3.0,2184.207862,the bronx,40.8296973,-73.8768124,10472,bronx
multi-family home for sale,829000,9,3.0,2276.0,the bronx,40.8325102,-73.8947147,10459,bronx
house for sale,840000,3,2.0,1675.0,the bronx,40.8611137,-73.8439969,10469,bronx
multi-family home for sale,849000,4,2.0,2180.0,the bronx,40.8528127,-73.8312235,10461,bronx
multi-family home for sale,849000,8,3.0,4428.0,the bronx,40.8751331,-73.8687602,10467,bronx
house for sale,849000,3,2.0,1890.0,the bronx,40.8292519,-73.855841,10472,bronx
multi-family home for sale,850000,5,2.0,1908.0,the bronx,40.8979269,-73.8463057,10466,bronx
multi-family home for sale,850000,6,3.0,2230.0,the bronx,40.8760983,-73.9021193,10463,bronx
multi-family home for sale,850000,3,2.0,2194.0,the bronx,40.8467388,-73.8189548,10465,bronx
multi-family home for sale,850000,5,3.0,3024.0,the bronx,40.8770223,-73.8585612,10469,bronx
multi-family home for sale,854000,6,2.0,2184.207862,the bronx,40.8655935,-73.8916669,10458,bronx
multi-family home for sale,859000,6,4.0,2820.0,the bronx,40.8500672,-73.885658,10457,bronx
multi-family home for sale,859000,6,3.0,2184.207862,the bronx,40.8340749,-73.9113421,10456,bronx
multi-family home for sale,865000,6,3.0,2464.0,the bronx,40.8297242,-73.8263414,10465,bronx
multi-family home for sale,869000,6,3.0,1526.0,the bronx,40.8505252,-73.856443,10461,bronx
multi-family home for sale,875000,6,3.0,2860.0,the bronx,40.8920958,-73.8487361,10466,bronx
multi-family home for sale,875000,7,5.0,2680.0,the bronx,40.8270095,-73.8766285,10472,bronx
pending,875000,6,2.0,2340.0,the bronx,40.8661368,-73.8400914,10469,bronx
multi-family home for sale,875000,4,2.0,2034.0,the bronx,40.8664714,-73.845984,10469,bronx
multi-family home for sale,875000,3,2.373860858,1688.0,the bronx,40.8905817,-73.8304424,10466,bronx
multi-family home for sale,879000,4,2.0,1998.0,the bronx,40.8527278,-73.833506,10461,bronx
multi-family home for sale,885000,6,5.0,2680.0,the bronx,40.8236783,-73.8705222,10473,bronx
house for sale,888000,4,2.0,2686.0,the bronx,40.8130775,-73.8063357,10465,bronx
house for sale,889000,3,2.0,2184.207862,the bronx,40.9086225,-73.9024315,10471,bronx
multi-family home for sale,889000,6,2.0,2280.0,the bronx,40.8368581,-73.8449273,10461,bronx
multi-family home for sale,890000,6,5.0,2184.207862,the bronx,40.8610016,-73.9014141,10468,bronx
multi-family home for sale,899000,6,3.0,3683.0,the bronx,40.8796143,-73.856153,10469,bronx
multi-family home for sale,899000,8,2.0,2160.0,the bronx,40.8728082,-73.8469489,10469,bronx
multi-family home for sale,899975,6,3.0,1952.0,the bronx,40.8906352,-73.853094,10466,bronx
multi-family home for sale,899999,5,3.0,1800.0,the bronx,40.9016185,-73.8999396,10471,bronx
townhouse for sale,900000,4,3.0,2184.207862,the bronx,40.9083747,-73.8985781,10471,bronx
multi-family home for sale,900000,5,3.0,2487.0,the bronx,40.8533225,-73.9171752,10453,bronx
multi-family home for sale,900000,8,5.0,2028.0,the bronx,40.8322942,-73.9291697,10452,bronx
multi-family home for sale,915000,6,5.0,3096.0,the bronx,40.8471618,-73.8650964,10462,bronx
multi-family home for sale,915000,8,3.0,1896.0,the bronx,40.8329348,-73.8535075,10462,bronx
multi-family home for sale,919000,6,3.0,1760.0,the bronx,40.8529073,-73.830339,10461,bronx
multi-family home for sale,920000,5,3.0,2640.0,the bronx,40.8486686,-73.8351692,10461,bronx
multi-family home for sale,925000,5,2.0,2750.0,the bronx,40.8242389,-73.8173809,10465,bronx
multi-family home for sale,925000,4,2.373860858,2160.0,the bronx,40.8616602,-73.8421016,10469,bronx
multi-family home for sale,949000,7,3.0,2745.0,the bronx,40.8136198,-73.8633277,10473,bronx
multi-family home for sale,949000,7,6.0,3733.0,the bronx,40.8282987,-73.91272,10456,bronx
house for sale,950000,3,2.0,1308.0,the bronx,40.8704967,-73.9011805,10468,bronx
multi-family home for sale,950000,9,7.0,3316.0,the bronx,40.8512643,-73.8944397,10457,bronx
multi-family home for sale,965000,5,3.0,3520.0,the bronx,40.8247021,-73.8766066,10472,bronx
house for sale,968000,4,2.0,2550.0,the bronx,40.8475868,-73.853875,10461,bronx
multi-family home for sale,969999,6,4.0,2184.207862,the bronx,40.887362,-73.8321425,10466,bronx
multi-family home for sale,975000,7,4.0,1920.0,the bronx,40.8345273,-73.8686683,10472,bronx
multi-family home for sale,980000,4,4.0,3068.0,the bronx,40.8129128,-73.8461841,10473,bronx
multi-family home for sale,980000,11,3.0,3210.0,the bronx,40.844215,-73.8799388,10460,bronx
multi-family home for sale,989000,8,5.0,3960.0,the bronx,40.8807579,-73.8418489,10466,bronx
multi-family home for sale,989000,8,5.0,3252.0,the bronx,40.8850441,-73.8562999,10466,bronx
house for sale,995000,3,2.0,3080.0,the bronx,40.8513854,-73.854324,10461,bronx
house for sale,995000,4,3.0,2000.0,the bronx,40.8580267,-73.837909,10469,bronx
multi-family home for sale,999000,6,2.0,3144.0,the bronx,40.8451067,-73.8601577,10462,bronx
multi-family home for sale,999000,7,3.0,3036.0,the bronx,40.8214661,-73.9132049,10451,bronx
multi-family home for sale,999000,4,3.0,2270.0,the bronx,40.8614806,-73.8513941,10469,bronx
multi-family home for sale,999000,9,3.0,3168.0,the bronx,40.8474641,-73.9177608,10453,bronx
multi-family home for sale,999000,5,4.0,1980.0,the bronx,40.8232894,-73.8169443,10465,bronx
multi-family home for sale,999000,8,3.0,3786.0,the bronx,40.8273908,-73.9031371,10456,bronx
house for sale,999900,8,3.0,2184.207862,the bronx,40.8523239,-73.900732,10457,bronx
house for sale,1000000,8,3.0,2184.207862,the bronx,40.8781863,-73.8629257,10467,bronx
multi-family home for sale,1025000,7,2.0,2400.0,the bronx,40.8464945,-73.850834,10461,bronx
multi-family home for sale,1050000,5,4.0,3132.0,the bronx,40.8176549,-73.8197053,10465,bronx
multi-family home for sale,1050000,7,4.0,3280.0,the bronx,40.8282228,-73.8706372,10472,bronx
house for sale,1050000,3,2.0,1870.0,the bronx,40.8325495,-73.8167031,10465,bronx
multi-family home for sale,1080000,8,5.0,2184.207862,the bronx,40.8167119,-73.8127515,10465,bronx
multi-family home for sale,1080000,5,2.0,2570.0,the bronx,40.8360249,-73.8189088,10465,bronx
multi-family home for sale,1099999,4,2.0,2185.0,the bronx,40.8135939,-73.8019007,10465,bronx
multi-family home for sale,1100000,6,3.0,2837.0,the bronx,40.8343936,-73.8221101,10465,bronx
multi-family home for sale,1100000,4,3.0,3664.0,the bronx,40.8389133,-73.8826337,10460,bronx
multi-family home for sale,1100000,8,3.0,3312.0,the bronx,40.8315252,-73.8525427,10462,bronx
townhouse for sale,1100000,9,3.0,3944.0,the bronx,40.8473585,-73.9057344,10457,bronx
multi-family home for sale,1125000,6,3.0,3354.0,the bronx,40.8296324,-73.9159236,10456,bronx
pending,1149000,7,4.0,3617.0,the bronx,40.8343858,-73.8590313,10462,bronx
house for sale,1150000,3,2.0,1352.0,the bronx,40.871637,-73.8984353,10468,bronx
multi-family home for sale,1180000,8,4.0,3321.0,the bronx,40.8307543,-73.8757325,10472,bronx
multi-family home for sale,1195000,11,6.0,2184.207862,the bronx,40.8526383,-73.8850533,10458,bronx
house for sale,1200000,4,4.0,3300.0,the bronx,40.8580056,-73.8365535,10469,bronx
multi-family home for sale,1200000,7,4.0,3240.0,the bronx,40.853352,-73.831719,10461,bronx
multi-family home for sale,1200000,6,4.0,2808.0,the bronx,40.8928243,-73.8348075,10466,bronx
house for sale,1249000,3,2.373860858,2184.207862,the bronx,40.8822913,-73.9137305,10463,bronx
house for sale,1249000,3,4.0,2400.0,the bronx,40.8533232,-73.8509691,10461,bronx
multi-family home for sale,1249999,6,3.0,3491.0,the bronx,40.8961697,-73.8978853,10471,bronx
house for sale,1250000,6,3.0,2400.0,the bronx,40.8392843,-73.8243081,10465,bronx
house for sale,1250000,4,2.0,2273.0,the bronx,40.8976524,-73.9019402,10471,bronx
multi-family home for sale,1250000,9,3.0,3234.0,the bronx,40.8473243,-73.8633392,10462,bronx
house for sale,1290000,3,2.0,2905.0,the bronx,40.8964834,-73.899354,10471,bronx
house for sale,1299000,3,4.0,4450.0,the bronx,40.854862,-73.7906694,10464,bronx
multi-family home for sale,1299000,9,4.0,3720.0,the bronx,40.8227297,-73.8517272,10473,bronx
townhouse for sale,1299000,11,8.0,4560.0,the bronx,40.8512668,-73.8314532,10461,bronx
house for sale,1300000,3,2.0,2184.207862,the bronx,40.8109146,-73.853921,10473,bronx
house for sale,1350000,4,2.0,2948.0,the bronx,40.8548137,-73.8500157,10461,bronx
multi-family home for sale,1350000,9,3.0,3318.0,the bronx,40.8262094,-73.9164423,10451,bronx
house for sale,1390000,3,2.0,1276.0,the bronx,40.8807227,-73.8993457,10463,bronx
multi-family home for sale,1400000,6,2.0,1600.0,the bronx,40.8561226,-73.8873536,10458,bronx
multi-family home for sale,1430000,6,4.0,2840.0,the bronx,40.8152387,-73.8219875,10465,bronx
multi-family home for sale,1499000,8,3.0,3300.0,the bronx,40.8998618,-73.852221,10466,bronx
house for sale,1500000,8,5.0,2184.207862,the bronx,40.8838882,-73.908028,10463,bronx
pending,1595000,4,2.0,2627.0,the bronx,40.8872408,-73.9082189,10463,bronx
multi-family home for sale,1599999,6,2.373860858,4073.0,the bronx,40.813524,-73.802218,10465,bronx
house for sale,1650000,5,4.0,2184.207862,the bronx,40.8806865,-73.9157055,10463,bronx
multi-family home for sale,1699000,9,5.0,5500.0,the bronx,40.8754624,-73.8807502,10467,bronx
multi-family home for sale,1700000,3,2.373860858,2484.0,the bronx,40.8467545,-73.8903153,10457,bronx
