type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
townhouse for sale,5000000,3,2.0,2569.0,new york,40.720727,-73.9928511,10002,manhattan
condo for sale,539000,2,2.0,821.0,midwood,40.6145816,-73.9463149,11229,brooklyn
condo for sale,538000,2,1.0,1105.0,brooklyn,40.5857519,-73.9835309,11223,brooklyn
condo for sale,534900,1,1.0,654.0,sheepshead bay,40.5869857,-73.9434887,11235,brooklyn
townhouse for sale,5500000,8,6.0,5925.0,new york,40.806166,-73.9448308,10027,manhattan
townhouse for sale,5600000,6,6.0,4917.0,new york,40.7375348,-73.9872447,10003,new york
townhouse for sale,5950000,4,4.0,2184.207862,new york,40.7750765,-73.9495633,10028,new york
multi-family home for sale,5950000,6,5.0,2184.207862,new york,40.7534926,-73.9655356,10022,new york
townhouse for sale,5990000,4,4.0,3750.0,new york,40.7363228,-74.0064402,10014,new york
co-op for sale,5999000,4,3.0,3900.0,new york,40.7588099,-73.9645276,10022,manhattan
townhouse for sale,5999999,4,4.0,4375.0,new york,40.7665309,-73.9594908,10021,new york
house for sale,6250000,4,2.0,4500.0,new york,40.739891,-73.9882646,10010,new york
townhouse for sale,6495000,6,6.0,5232.0,new york,40.7863645,-73.9735331,10024,new york
townhouse for sale,6500000,5,4.0,4000.0,new york,40.7685714,-73.959526,10021,new york
townhouse for sale,6500000,7,5.0,2184.207862,new york,40.7693076,-73.9621998,10021,new york
house for sale,6600000,8,5.0,5110.0,new york,40.7911493,-73.9463028,10029,new york
townhouse for sale,6700000,4,4.0,3740.0,new york,40.7918625,-73.9667605,10025,new york
townhouse for sale,6850000,4,4.0,2184.207862,new york,40.7688879,-73.962056,10021,new york
townhouse for sale,6900000,10,10.0,6060.0,new york,40.7912137,-73.9671974,10025,new york
townhouse for sale,6900000,4,4.0,4000.0,new york,40.73439,-73.981607,10003,manhattan
townhouse for sale,6995000,5,2.373860858,3912.0,new york,40.7732125,-73.9564279,10075,new york
house for sale,6995000,5,4.0,5000.0,new york,40.7541017,-73.9701626,10017,new york
townhouse for sale,6995000,6,5.0,3552.0,new york,40.7283165,-74.0017116,10012,manhattan
house for sale,6995000,9,6.0,9550.0,new york,40.7189961,-73.9854648,10002,new york
townhouse for sale,6999500,5,2.373860858,4065.0,new york,40.7463287,-74.0034571,10011,manhattan
townhouse for sale,7250000,1,2.373860858,4930.0,new york,40.7168184,-74.0085588,10013,manhattan
townhouse for sale,7500000,4,2.0,4250.0,new york,40.77551,-73.957627,10075,new york
townhouse for sale,7550000,5,5.0,2184.207862,new york,40.7348673,-74.0023636,10014,new york
condo for sale,530000,1,1.0,538.0,brooklyn,40.5954596,-73.9968422,11214,brooklyn
townhouse for sale,7800000,7,8.0,7200.0,new york,40.7636541,-73.9681695,10065,new york
townhouse for sale,7850000,5,4.0,6060.0,new york,40.7366749,-73.9860561,10003,manhattan
townhouse for sale,7950000,4,2.0,3397.0,new york,40.7319485,-74.0025061,10014,manhattan
townhouse for sale,7950000,4,4.0,2184.207862,new york,40.7740082,-73.9583902,10075,new york
condo for sale,529000,3,1.0,367.0,manhattan,40.705216,-74.0085311,10005,new york
condo for sale,528000,1,1.0,602.0,dyker heights,40.6275896,-74.0016198,11219,brooklyn
condo for sale,528000,2,1.0,753.0,queens,40.7267616,-73.8294609,11367,flushing
house for sale,8500000,7,6.0,7000.0,new york,40.7223906,-74.0075502,10013,new york
townhouse for sale,8575000,6,6.0,5500.0,new york,40.7645068,-73.9653462,10065,new york
townhouse for sale,8750000,7,8.0,5000.0,new york,40.7345979,-74.0029107,10014,new york
townhouse for sale,8750000,3,4.0,4275.0,new york,40.7829849,-73.9535589,10128,new york
townhouse for sale,8950000,3,6.0,6336.0,new york,40.7437415,-73.978774,10016,new york
house for sale,8999999,6,6.0,5500.0,new york,40.764386,-73.9658214,10065,new york
townhouse for sale,9750000,8,7.0,7228.0,new york,40.7664631,-73.9679613,10065,new york
townhouse for sale,9950000,10,10.0,2184.207862,new york,40.7852855,-73.9560385,10128,new york
townhouse for sale,9950000,10,10.0,8000.0,new york,40.7369927,-73.9868876,10003,manhattan
house for sale,10000000,5,4.0,6800.0,new york,40.764989,-73.9655331,10065,new york
townhouse for sale,10000000,5,2.373860858,5660.0,new york,40.791801,-73.9665998,10025,manhattan
multi-family home for sale,10000000,7,8.0,2184.207862,new york,40.734814,-73.996305,10011,new york
house for sale,10250000,7,6.0,5200.0,new york,40.7854792,-73.9528586,10128,new york
co-op for sale,10500000,5,6.0,2184.207862,new york,40.7753473,-73.9646138,10075,new york
townhouse for sale,10500000,7,10.0,7040.0,new york,40.7875734,-73.9721327,10024,manhattan
townhouse for sale,10750000,8,2.373860858,7327.0,new york,40.764757,-73.965815,10065,manhattan
townhouse for sale,10750000,5,6.0,5771.0,new york,40.776067,-73.9588179,10075,new york
townhouse for sale,10750000,10,10.0,6532.0,new york,40.7385972,-73.9951773,10011,new york
townhouse for sale,10750000,8,9.0,7327.0,new york,40.764757,-73.965815,10065,new york
townhouse for sale,10850000,4,2.373860858,13000.0,new york,40.765596,-73.967349,10065,manhattan
condo for sale,520000,2,1.0,741.0,manhattan,40.8536742,-73.9347275,10033,new york
condo for sale,518000,1,1.0,2184.207862,queens,40.7188694,-73.8111217,11367,flushing
townhouse for sale,10950000,8,8.0,9555.0,new york,40.7826176,-73.9820502,10024,new york
townhouse for sale,10995000,7,6.0,9000.0,new york,40.7858802,-73.9811894,10024,manhattan
townhouse for sale,10999000,5,7.0,2184.207862,new york,40.7836212,-73.9759437,10024,new york
condo for sale,510000,2,2.0,972.0,the bronx,40.806756,-73.853097,10473,bronx
condo for sale,509000,3,1.0,2184.207862,jackson heights,40.7544029,-73.876343,11372,jackson heights
townhouse for sale,11900000,6,2.373860858,9075.0,new york,40.8032028,-73.9687464,10025,new york
townhouse for sale,11950000,6,5.0,5336.0,new york,40.772751,-73.9650884,10021,new york
condo for sale,504000,3,2.0,1004.0,east bronx,40.8688161,-73.8356153,10469,bronx
townhouse for sale,12000000,10,10.0,5227.0,new york,40.7378493,-74.0042287,10014,new york
townhouse for sale,12000000,4,2.373860858,5500.0,new york,40.7756853,-73.9632303,10075,manhattan
house for sale,12495000,4,2.0,7825.0,new york,40.7780321,-73.9574506,10028,new york
townhouse for sale,12495000,4,4.0,6310.0,new york,40.7777566,-73.9600565,10028,new york
condo for sale,500000,1,2.373860858,2184.207862,brooklyn,40.6586064,-73.9488175,11225,brooklyn
townhouse for sale,12500000,9,2.373860858,10500.0,new york,40.7305606,-73.9859258,10003,new york
condo for sale,500000,4,3.0,1794.0,manhattan,40.7905714,-73.9753392,10024,new york
house for sale,12500000,4,6.0,7500.0,new york,40.7273703,-73.9870777,10003,new york
contingent,12850000,5,5.0,5139.0,new york,40.7764987,-73.9782935,10023,new york
townhouse for sale,12950000,5,4.0,3344.0,new york,40.7363219,-74.0018035,10014,manhattan
townhouse for sale,12995000,5,4.0,4100.0,new york,40.7358634,-74.0022086,10014,manhattan
condo for sale,500000,1,1.0,720.0,manhattan,40.7983883,-73.937888,10035,manhattan
townhouse for sale,12995000,4,4.0,5608.0,new york,40.7694487,-73.9634625,10021,new york
house for sale,13000000,5,4.0,6000.0,new york,40.7929447,-73.9693548,10025,new york
condo for sale,499999,3,1.0,701.0,homecrest,40.5925315,-73.9574046,11229,brooklyn
pending,13500000,5,7.0,2184.207862,new york,40.7323524,-73.9993358,10011,new york
pending,13650000,5,2.373860858,2184.207862,new york,40.7686449,-73.9625686,10021,new york
townhouse for sale,13650000,6,2.0,6800.0,new york,40.7704277,-73.9609013,10021,new york
townhouse for sale,13950000,6,6.0,6798.0,new york,40.736891,-73.985669,10003,manhattan
townhouse for sale,13995000,5,2.373860858,6815.0,new york,40.7813836,-73.9776937,10024,manhattan
house for sale,14000000,3,2.373860858,23027.0,new york,40.7157769,-73.99357,10002,manhattan
townhouse for sale,14600000,6,2.373860858,6630.0,new york,40.7782059,-73.9790314,10023,manhattan
house for sale,14750000,6,6.0,8790.0,new york,40.7703119,-73.967354,10021,new york
townhouse for sale,14800000,8,10.0,2184.207862,new york,40.7345123,-73.9874441,10003,new york
townhouse for sale,14900000,5,5.0,2184.207862,new york,40.7758194,-73.9785263,10023,new york
condo for sale,499900,2,2.0,960.0,staten island,40.5741868,-74.0960192,10306,staten island
townhouse for sale,14995000,3,0.0,2184.207862,new york,40.786046,-73.9718342,10024,manhattan
townhouse for sale,14995000,5,2.373860858,6000.0,new york,40.7719074,-73.9601359,10021,manhattan
co-op for sale,15000000,4,6.0,2184.207862,new york,40.7668419,-73.9707457,10065,manhattan
co-op for sale,15500000,4,6.0,2184.207862,new york,40.7985635,-73.943597,10128,new york
townhouse for sale,15850000,5,6.0,2184.207862,new york,40.7857744,-73.9562222,10128,new york
townhouse for sale,15995000,5,2.373860858,2184.207862,new york,40.7311289,-74.0048678,10014,new york
condo for sale,499500,3,1.0,2184.207862,manhattan,40.7603031,-73.9610497,10022,new york
house for sale,16500000,2,2.0,5834.0,new york,40.7420282,-73.9997276,10011,new york
townhouse for sale,16500000,5,6.0,5129.0,new york,40.7641404,-73.9673899,10065,new york
multi-family home for sale,16995000,5,4.0,4230.0,new york,40.7328257,-74.0048853,10014,new york
condo for sale,499000,1,1.0,571.0,flushing,40.7440779,-73.9118986,11377,woodside
townhouse for sale,17995000,6,7.0,8068.0,new york,40.7871816,-73.96924,10024,new york
condo for sale,499000,2,1.0,825.0,fort hamilton,40.620502,-74.0396973,11209,brooklyn
house for sale,19499999,4,4.0,10000.0,new york,40.7195687,-74.0094317,10013,new york
house for sale,19500000,5,7.0,2184.207862,new york,40.7776535,-73.957772,10028,new york
townhouse for sale,19995000,11,11.0,11110.0,new york,40.7221603,-74.0078633,10013,new york
townhouse for sale,19995000,6,2.373860858,8300.0,new york,40.7326368,-73.998918,10011,manhattan
townhouse for sale,19995000,7,6.0,8200.0,new york,40.7777833,-73.962008,10028,new york
townhouse for sale,19995000,6,8.0,8757.0,new york,40.7318882,-73.9999891,10011,new york
multi-family home for sale,19995000,7,8.0,8900.0,new york,40.7397747,-73.9879891,10010,new york
house for sale,21000000,3,2.373860858,2184.207862,new york,40.7213862,-74.0021063,10013,new york
condo for sale,499000,1,1.0,630.0,manhattan,40.7702318,-73.9610161,10021,manhattan
townhouse for sale,22500000,5,6.0,8725.0,new york,40.7669348,-73.9701575,10065,new york
townhouse for sale,22500000,4,2.373860858,4000.0,new york,40.7368312,-74.0024003,10014,new york
townhouse for sale,22500000,4,2.373860858,9132.0,new york,40.7427821,-73.9977697,10011,new york
townhouse for sale,23000000,5,6.0,7058.0,new york,40.7439188,-74.0014359,10011,manhattan
townhouse for sale,23900000,6,2.373860858,7110.0,new york,40.7785441,-73.9840907,10023,new york
house for sale,24500000,6,8.0,8400.0,new york,40.7675628,-73.967656,10065,new york
townhouse for sale,24800000,6,8.0,2184.207862,new york,40.772929,-73.9635462,10021,new york
townhouse for sale,24950000,7,5.0,12000.0,new york,40.7700688,-73.9679334,10021,new york
townhouse for sale,24990000,7,6.0,8500.0,new york,40.7577238,-73.9597924,10022,new york
townhouse for sale,25000000,7,2.373860858,20000.0,new york,40.7213288,-74.0092558,10013,manhattan
townhouse for sale,25000000,6,8.0,2184.207862,new york,40.782683,-73.9586904,10128,manhattan
townhouse for sale,25000000,6,6.0,2184.207862,new york,40.7659809,-73.9689839,10065,new york
townhouse for sale,25500000,5,2.373860858,2184.207862,new york,40.7361176,-74.0064866,10014,new york
multi-family home for sale,25750000,6,6.0,2184.207862,new york,40.7747817,-73.9639595,10021,new york
townhouse for sale,26000000,8,6.0,10940.0,new york,40.7688699,-73.9678746,10065,new york
townhouse for sale,27000000,5,7.0,2184.207862,new york,40.7312282,-74.0046153,10014,new york
townhouse for sale,28500000,7,9.0,12300.0,new york,40.7699341,-73.9675072,10021,new york
condo for sale,499000,3,1.0,472.0,manhattan,40.800382,-73.953136,10026,new york
townhouse for sale,29200000,12,10.0,11638.0,new york,40.747472,-73.9796788,10016,new york
townhouse for sale,29950000,10,13.0,8750.0,new york,40.7322213,-73.9986277,10011,new york
house for sale,30000000,5,2.373860858,6000.0,new york,40.7371772,-74.0024577,10014,new york
co-op for sale,32000000,4,6.0,7500.0,new york,40.7237571,-74.0021582,10012,new york
co-op for sale,32000000,4,6.0,2184.207862,new york,40.7745478,-73.9651644,10021,new york
multi-family home for sale,34000000,3,8.0,2184.207862,new york,40.7433901,-73.9973776,10011,new york
pending,36000000,8,10.0,16000.0,new york,40.7764017,-73.9629479,10075,new york
townhouse for sale,39995000,4,2.373860858,10582.0,new york,40.7164224,-74.0101197,10013,manhattan
townhouse for sale,55000000,7,2.373860858,14175.0,new york,40.7672235,-73.9698561,10065,new york
house for sale,55000000,8,8.0,12000.0,new york,40.782238,-73.9846322,10023,new york
house for sale,56000000,11,10.0,24000.0,new york,40.7616,-73.9761913,10019,new york
townhouse for sale,65000000,3,2.373860858,15200.0,new york,40.7765613,-73.9633167,10075,new york
condo for sale,499000,1,1.0,845.0,midwood,40.611469,-73.954103,11230,brooklyn
co-op for sale,299000,3,1.0,2184.207862,new york county,40.7488491,-73.9716161,10017,new york
co-op for sale,445000,1,1.0,2184.207862,new york county,40.7488491,-73.9716161,10017,new york
co-op for sale,500000,1,1.0,2184.207862,new york county,40.717924,-73.9866468,10002,new york
co-op for sale,640000,2,1.0,2184.207862,new york county,40.7301239,-73.9834424,10003,new york
condo for sale,499000,1,1.0,750.0,woodside,40.7409264,-73.9020731,11377,woodside
pending,110000,1,1.0,650.0,north riverdale,40.906568,-73.8968047,10471,bronx
co-op for sale,149999,1,1.0,694.0,north riverdale,40.9049984,-73.9065719,10471,bronx
co-op for sale,160000,1,1.0,2184.207862,north riverdale,40.9048823,-73.9051113,10471,bronx
co-op for sale,165000,1,1.0,750.0,north riverdale,40.9047804,-73.9057444,10471,bronx
co-op for sale,165000,1,1.0,750.0,north riverdale,40.904655,-73.9066105,10471,bronx
co-op for sale,189000,1,1.0,700.0,north riverdale,40.906568,-73.8968047,10471,bronx
co-op for sale,220000,2,1.0,850.0,north riverdale,40.9049354,-73.9060897,10471,bronx
co-op for sale,230000,2,1.0,800.0,north riverdale,40.9117719,-73.9024392,10471,bronx
co-op for sale,249000,2,1.0,900.0,north riverdale,40.9035132,-73.9002037,10471,bronx
co-op for sale,265000,1,1.0,2184.207862,north riverdale,40.9069228,-73.9062512,10471,bronx
co-op for sale,285000,1,1.0,2184.207862,north riverdale,40.9073699,-73.9065578,10471,bronx
condo for sale,498000,1,1.0,785.0,rego park,40.7275115,-73.86069,11374,rego park
co-op for sale,310000,1,1.0,2184.207862,north riverdale,40.9069228,-73.9062512,10471,bronx
pending,324900,2,2.0,1100.0,north riverdale,40.9057959,-73.90002,10471,bronx
co-op for sale,345000,3,2.0,1100.0,north riverdale,40.908552,-73.896916,10471,bronx
co-op for sale,350000,1,1.0,700.0,north riverdale,40.9073699,-73.9065578,10471,bronx
co-op for sale,375000,2,1.0,2184.207862,north riverdale,40.909252,-73.905421,10471,bronx
co-op for sale,395000,2,1.0,950.0,north riverdale,40.909252,-73.905421,10471,bronx
co-op for sale,395995,2,1.0,1100.0,north riverdale,40.9048823,-73.9051113,10471,bronx
co-op for sale,559000,3,2.0,1200.0,north riverdale,40.9069228,-73.9062512,10471,bronx
house for sale,1950000,5,4.0,4000.0,north riverdale,40.9057349,-73.9111699,10471,bronx
co-op for sale,109000,1,1.0,2184.207862,norwood,40.8768714,-73.8742644,10467,bronx
co-op for sale,124900,1,1.0,676.0,norwood,40.880833,-73.8758596,10467,bronx
co-op for sale,170000,2,1.0,850.0,norwood,40.8813916,-73.8757001,10467,bronx
co-op for sale,220000,2,1.0,922.0,norwood,40.8758111,-73.8765929,10467,bronx
co-op for sale,245000,1,1.0,863.0,norwood,40.8758111,-73.8765929,10467,bronx
condo for sale,495000,2,1.0,766.0,manhattan,40.8525968,-73.9352912,10033,new york
co-op for sale,185000,1,1.0,2184.207862,ocean hill,40.684563,-73.914482,11233,brooklyn
condo for sale,495000,2,1.0,800.0,richmond hill,40.7045515,-73.8356118,11418,kew gardens
townhouse for sale,600000,3,1.0,2184.207862,ocean hill,40.6786381,-73.910662,11233,brooklyn
condo for sale,490000,1,1.0,730.0,surf avenue,40.5755355,-73.9735905,11224,brooklyn
condo for sale,489000,2,2.0,1100.0,bergen beach,40.6280579,-73.9171101,11234,brooklyn
co-op for sale,270000,3,1.0,275.0,park slope,40.6692346,-73.9765732,11215,brooklyn
pending,349750,1,1.0,2184.207862,park slope,40.6585622,-73.9825211,11215,brooklyn
co-op for sale,565000,1,1.0,2184.207862,park slope,40.6733809,-73.9732475,11215,brooklyn
co-op for sale,685000,1,1.0,2184.207862,park slope,40.6752414,-73.9729777,11217,brooklyn
co-op for sale,849000,2,1.0,800.0,park slope,40.6662599,-73.9870141,11215,brooklyn
co-op for sale,999000,1,1.0,2184.207862,park slope,40.6698886,-73.9726587,11215,brooklyn
co-op for sale,1100000,2,1.0,2184.207862,park slope,40.6634878,-73.9807302,11215,brooklyn
co-op for sale,1150000,2,1.0,900.0,park slope,40.6737554,-73.9803629,11215,brooklyn
pending,1395000,2,2.0,1028.0,park slope,40.670563,-73.981488,11215,brooklyn
co-op for sale,1495000,3,1.0,2184.207862,park slope,40.670754,-73.981349,11215,brooklyn
pending,1795000,2,2.0,2184.207862,park slope,40.6646996,-73.9831407,11215,brooklyn
co-op for sale,1895000,2,2.0,2184.207862,park slope,40.673976,-73.973535,11215,brooklyn
co-op for sale,1895000,3,2.0,2184.207862,park slope,40.6708384,-73.9812037,11215,brooklyn
condo for sale,480000,1,1.0,506.0,homecrest,40.6098786,-73.9536851,11229,brooklyn
co-op for sale,2995000,3,2.0,2184.207862,park slope,40.6703253,-73.9724152,11215,brooklyn
condo for sale,479900,1,1.0,550.0,manhattan,40.7934089,-73.9407833,10029,new york
co-op for sale,165000,1,1.0,625.0,parkchester,40.8344985,-73.8605246,10462,bronx
condo for sale,479000,2,2.0,1008.0,new springville,40.5782884,-74.1583011,10314,staten island
condo for sale,478900,1,1.0,554.0,rego park,40.7259759,-73.8599803,11374,rego park
condo for sale,475000,1,1.0,739.0,brighton beach,40.5789422,-73.9632143,11235,brooklyn
condo for sale,475000,2,1.0,1296.0,staten island,40.5527755,-74.1539297,10308,staten island
condo for sale,474900,2,2.0,1054.0,riverdale,40.8847442,-73.9132482,10463,bronx
condo for sale,474000,2,1.0,750.0,sunset park,40.6442712,-73.9986359,11232,brooklyn
condo for sale,472000,1,1.0,700.0,elmhurst,40.73531,-73.8812513,11373,elmhurst
co-op for sale,125000,3,1.0,600.0,pelham bay,40.8455961,-73.8264218,10461,bronx
co-op for sale,167999,1,1.0,2184.207862,pelham bay,40.8455961,-73.8264218,10461,bronx
co-op for sale,275000,2,1.0,900.0,pelham bay,40.8554764,-73.8287193,10461,bronx
co-op for sale,320000,2,2.0,1200.0,pelham bay,40.8455961,-73.8264218,10461,bronx
pending,599000,4,2.0,1348.0,pelham bay,40.84296,-73.8312695,10461,bronx
co-op for sale,635000,1,1.0,2184.207862,prospect heights,40.676549,-73.968922,11238,brooklyn
condo for sale,470000,2,1.0,2184.207862,manhattan,40.8640024,-73.9231918,10034,new york
condo for sale,469888,2,2.0,1164.0,the bronx,40.8480712,-73.7861809,10464,bronx
condo for sale,469000,2,1.0,780.0,flushing,40.751236,-73.8610379,11368,corona
condo for sale,468000,1,1.0,500.0,rego park,40.725653,-73.8596142,11374,rego park
townhouse for sale,4250000,3,4.0,3376.0,prospect heights,40.6781953,-73.9702616,11238,brooklyn
condo for sale,465000,2,2.0,708.0,corona,40.7511218,-73.8614488,11368,corona
co-op for sale,499000,1,1.0,800.0,prospect lefferts gardens,40.6573594,-73.9554071,11225,brooklyn
condo for sale,460000,3,1.0,426.0,manhattan,40.7530103,-73.9712947,10017,new york
house for sale,160000,3,2.373860858,1064.0,queens,40.6845061,-73.7950299,11436,jamaica
co-op for sale,178000,3,1.0,719.0,queens,40.7379227,-73.8470718,11375,forest hills
co-op for sale,195000,3,1.0,2184.207862,queens,40.754307,-73.8769604,11372,queens
house for sale,215000,3,2.373860858,1509.0,queens,40.6982271,-73.7605874,11412,saint albans
co-op for sale,215000,3,1.0,2184.207862,queens,40.7337965,-73.8620837,11374,rego park
co-op for sale,219000,1,1.0,2184.207862,queens,40.7288351,-73.8169278,11367,flushing
co-op for sale,220000,1,1.0,750.0,queens,40.7554479,-73.7319604,11362,little neck
co-op for sale,220000,1,1.0,2184.207862,queens,40.7257927,-73.8727767,11379,middle village
co-op for sale,225000,1,1.0,2184.207862,queens,40.7577974,-73.7159601,11005,floral park
co-op for sale,230000,1,1.0,2184.207862,queens,40.7557689,-73.8734231,11372,jackson heights
house for sale,235000,3,2.0,2184.207862,queens,40.6797652,-73.8091668,11420,south ozone park
co-op for sale,239900,1,1.0,2184.207862,queens,40.7828417,-73.8000905,11357,whitestone
co-op for sale,245000,3,1.0,713.0,queens,40.7379227,-73.8470718,11375,forest hills
co-op for sale,245000,1,1.0,2184.207862,queens,40.7325379,-73.8601516,11374,rego park
multi-family home for sale,250000,5,2.0,2184.207862,queens,40.66911,-73.789339,11436,jamaica
house for sale,250000,3,2.373860858,1224.0,queens,40.6505528,-73.8316736,11414,howard beach
co-op for sale,255000,1,1.0,2184.207862,queens,40.755562,-73.7316684,11362,little neck
co-op for sale,263000,2,1.0,2184.207862,queens,40.7320884,-73.7432042,11427,queens village
house for sale,265000,3,1.0,2184.207862,queens,40.67538,-73.7472571,11413,springfield gardens
co-op for sale,269000,1,1.0,2184.207862,queens,40.7272034,-73.8471901,11375,forest hills
co-op for sale,275000,2,1.0,2184.207862,queens,40.7300949,-73.7400976,11427,queens village
co-op for sale,278999,1,1.0,2184.207862,queens,40.7601741,-73.728329,11362,little neck
co-op for sale,279000,1,1.0,2184.207862,queens,40.7379227,-73.8470718,11375,forest hills
co-op for sale,279000,2,1.0,2184.207862,queens,40.7308084,-73.7400835,11427,queens village
house for sale,285000,2,1.0,1380.0,queens,40.7128326,-73.7435779,11429,queens village
co-op for sale,288800,2,1.0,2184.207862,queens,40.7198854,-73.8209128,11367,flushing
co-op for sale,289000,1,1.0,750.0,queens,40.7129779,-73.8345967,11375,queens
condo for sale,460000,1,1.0,518.0,sheepshead bay,40.5869759,-73.9514442,11235,brooklyn
co-op for sale,295000,2,1.0,950.0,queens,40.6778447,-73.7335012,11422,rosedale
co-op for sale,295000,1,1.0,2184.207862,queens,40.7325379,-73.8601516,11374,rego park
co-op for sale,298999,2,1.0,2184.207862,queens,40.7317712,-73.739171,11427,queens village
house for sale,299000,5,2.0,2184.207862,queens,40.593404,-73.775651,11691,far rockaway
co-op for sale,299000,1,1.0,2184.207862,queens,40.7220791,-73.8436959,11375,forest hills
multi-family home for sale,309000,6,2.0,2184.207862,queens,40.5980695,-73.7632649,11691,far rockaway
co-op for sale,309000,1,1.0,2184.207862,queens,40.7202709,-73.857096,11375,forest hills
co-op for sale,310000,2,1.0,2184.207862,queens,40.7318363,-73.8270224,11367,kew gardens hills
co-op for sale,319000,3,1.0,960.0,queens,40.7598591,-73.7290086,11362,little neck
co-op for sale,320000,1,1.0,2184.207862,queens,40.7192438,-73.8499268,11375,forest hills
co-op for sale,324000,1,1.0,2184.207862,queens,40.7512505,-73.8814433,11372,queens
co-op for sale,329000,2,1.0,2184.207862,queens,40.7389649,-73.7774313,11365,fresh meadows
co-op for sale,335000,1,1.0,2184.207862,queens,40.7547282,-73.8859706,11372,queens
co-op for sale,335000,2,1.0,2184.207862,queens,40.7576854,-73.7298343,11362,little neck
house for sale,345000,3,2.373860858,2184.207862,queens,40.701334,-73.772164,11412,queens
multi-family home for sale,346000,5,2.0,2184.207862,queens,40.6837891,-73.8381042,11417,ozone park
co-op for sale,349000,2,1.0,800.0,queens,40.6662726,-73.8457131,11414,howard beach
co-op for sale,365000,2,1.0,2184.207862,queens,40.7316971,-73.7409842,11427,queens village
co-op for sale,388000,2,1.0,2184.207862,queens,40.7272034,-73.8471901,11375,forest hills
co-op for sale,389888,1,1.0,730.0,queens,40.7479556,-73.8929488,11372,jackson heights
co-op for sale,390000,2,1.0,1100.0,queens,40.7155654,-73.8311146,11375,queens
condo for sale,459000,1,1.0,548.0,brighton beach,40.5786264,-73.9626111,11235,brooklyn
house for sale,399000,3,2.373860858,1350.0,queens,40.6798316,-73.82277,11420,south ozone park
house for sale,399000,3,2.373860858,1601.0,queens,40.7115495,-73.7464296,11429,queens
pending,399000,1,1.0,2184.207862,queens,40.7231998,-73.8267722,11367,kew garden hills
condo for sale,459000,3,1.0,489.0,flushing,40.7528527,-73.8236711,11355,flushing
house for sale,399999,3,1.0,2184.207862,queens,40.5950021,-73.7577376,11691,far rockaway
house for sale,399999,2,1.0,2184.207862,queens,40.5853532,-73.8227113,11694,rockaway park
house for sale,409000,4,2.0,2184.207862,queens,40.726173,-73.8202303,11367,flushing
house for sale,420000,3,1.0,2184.207862,queens,40.6784764,-73.8476859,11417,ozone park
co-op for sale,425000,3,2.0,1405.0,queens,40.7381853,-73.8581248,11368,corona
house for sale,425000,2,1.0,2184.207862,queens,40.6779035,-73.799284,11436,jamaica
co-op for sale,435000,2,1.0,925.0,queens,40.7232542,-73.8576166,11374,rego park
house for sale,450000,3,2.373860858,2184.207862,queens,40.681047,-73.754428,11413,queens
co-op for sale,465000,2,1.0,2184.207862,queens,40.7483992,-73.8795703,11372,jackson heights
house for sale,479000,4,2.0,1800.0,queens,40.6714818,-73.7606794,11413,springfield gardens
house for sale,499000,2,3.0,2184.207862,queens,40.6886004,-73.7568067,11412,saint albans
multi-family home for sale,499000,4,3.0,2184.207862,queens,40.713904,-73.754948,11423,hollis
co-op for sale,499000,2,1.0,2184.207862,queens,40.7272034,-73.8471901,11375,forest hills
co-op for sale,500000,3,2.0,1200.0,queens,40.7329909,-73.8586242,11374,queens
house for sale,502900,4,2.0,1440.0,queens,40.6958663,-73.7450046,11411,cambria heights
house for sale,515000,3,1.0,882.0,queens,40.6842823,-73.7278575,11411,cambria heights
condo for sale,456000,1,1.0,2184.207862,elmhurst,40.7442352,-73.8797855,11373,elmhurst
house for sale,519000,3,2.0,1200.0,queens,40.651735,-73.830298,11414,howard beach
townhouse for sale,528000,2,2.0,2184.207862,queens,40.6850187,-73.7977904,11436,jamaica
multi-family home for sale,529000,5,2.0,2248.0,queens,40.5952037,-73.7634372,11691,far rockaway
house for sale,529000,3,1.0,1800.0,queens,40.7212998,-73.7544395,11427,queens
house for sale,549000,3,1.0,2184.207862,queens,40.6776809,-73.8166457,11420,south ozone park
house for sale,549000,1,2.0,2184.207862,queens,40.669243,-73.809973,11420,south ozone park
co-op for sale,549000,2,1.0,2184.207862,queens,40.7201292,-73.8398387,11375,queens
house for sale,549000,4,2.0,2184.207862,queens,40.6027057,-73.7548417,11691,far rockaway
pending,549000,6,4.0,2184.207862,queens,40.7478254,-73.8704979,11373,elmhurst
house for sale,550000,3,2.0,2184.207862,queens,40.6628113,-73.8453503,11414,howard beach
house for sale,550000,3,2.0,1221.0,queens,40.653784,-73.8286059,11414,howard beach
pending,555000,3,1.0,1504.0,queens,40.7058612,-73.8565972,11385,glendale
condo for sale,450888,1,1.0,2184.207862,flushing,40.7319691,-73.8541569,11374,rego park
house for sale,559900,3,2.0,2184.207862,queens,40.6957516,-73.7490297,11412,saint albans
pending,559900,2,1.0,1217.0,queens,40.6609023,-73.8371049,11414,howard beach
co-op for sale,568888,3,2.0,1100.0,queens,40.7322223,-73.8588845,11374,rego park
house for sale,569000,3,1.0,2184.207862,queens,40.7079268,-73.7400399,11429,queens village
house for sale,575000,2,1.0,900.0,queens,40.5809134,-73.8302012,11694,rockaway park
